1307,4
1087,39
248,45
1917,25
22,51
484,86
1199,38
180,74
1329,29
528,100
1159,23
1725,70
1849,35
1223,52
895,88
1642,12
887,5
746,18
1864,97
334,89
183,78
806,75
748,12
1973,11
110,20
431,50
730,68
1106,87
220,92
1832,66
159,47
1131,54
1047,91
896,14
1488,56
510,41
437,84
443,6
1544,80
925,94
996,92
683,66
1268,1
1801,4
499,78
435,44
1407,55
1163,75
206,20
1274,97
481,10
1294,81
1620,11
886,53
79,38
99,58
1717,28
1229,8
872,34
1575,78
36,97
1420,68
617,25
1249,71
1965,69
1146,99
1071,13
1681,24
808,4
208,29
1675,68
711,22
61,56
605,51
735,42
1703,61
1117,64
843,39
48,37
1390,69
1050,8
1997,91
1456,76
1018,27
1210,50
1055,41
1614,38
310,84
1064,39
432,77
1756,52
1164,95
1353,60
954,34
1486,94
1049,62
639,89
395,98
380,19
1120,31
1569,83
1158,93
573,89
1379,87
873,52
1310,67
1019,16
517,30
1367,28
1821,2
1190,71
889,79
1742,90
1570,66
1057,69
849,100
1508,28
1216,92
816,88
987,43
1962,80
1565,65
1491,15
856,99
805,68
1276,3
74,55
1747,11
1905,42
272,49
1412,23
956,85
1583,46
11,82
589,4
844,90
1162,9
343,77
155,87
1974,25
952,19
1817,2
407,69
428,72
322,4
154,88
799,34
263,67
965,12
258,48
303,8
1733,43
1616,14
1320,10
304,76
24,57
504,8
1492,59
1743,12
1243,28
908,10
1957,17
1299,75
955,42
7,64
689,71
1949,60
616,36
644,82
1430,25
1602,19
501,37
1444,47
368,18
1842,68
56,65
762,14
1312,98
115,87
1916,97
1708,9
1038,35
1877,18
545,79
82,40
756,6
1083,18
684,25
1641,15
819,31
1481,5
301,48
1382,30
145,94
811,78
194,63
1283,85
458,91
1077,85
125,43
1935,41
557,50
944,63
1093,69
1156,36
1979,23
936,94
1564,69
1744,57
286,56
1472,73
904,64
34,48
114,86
1868,99
1855,31
1773,56
727,59
845,9
462,99
1232,57
1457,57
1321,42
1600,18
339,94
28,29
679,31
1767,24
1923,13
1922,71
1828,11
330,4
1130,22
140,6
351,92
370,75
133,33
1181,59
371,72
1715,37
857,54
1154,38
134,46
1147,28
1079,15
1107,79
355,6
1288,51
237,1
397,70
138,68
894,85
337,33
1585,97
1293,74
1145,54
276,10
292,89
289,100
217,14
1036,43
1960,21
1759,95
592,27
359,23
1634,7
1921,82
467,59
667,53
1925,12
31,31
1772,51
580,29
1086,51
958,16
875,51
694,62
1235,18
1246,92
464,80
178,98
933,24
1657,73
1866,100
1863,33
1317,37
1439,26
1750,5
1748,35
1205,15
1015,68
1883,39
476,91
448,91
59,27
483,57
255,18
977,3
1109,73
992,1
1768,57
1440,16
1438,28
636,89
1961,12
495,80
1074,46
1404,4
1369,6
1514,96
165,74
1769,14
1812,30
1267,39
754,97
460,64
1427,56
63,34
1415,77
378,58
470,45
918,25
163,7
826,60
299,5
1136,72
1895,71
822,21
1385,80
15,27
1024,83
266,66
1460,32
1006,61
715,44
1434,79
1578,76
1776,2
1251,42
1135,64
1031,50
1027,61
102,69
1892,17
985,91
1447,92
682,19
